,id,product_uid,search_term,relevance,relevance_int,bm25
11614,35757,108195,1/2 olast pipe,2.67,10,0.0
11615,35761,108195,plastic pipe fit,2.67,10,0.0
11616,35762,108196,4 inch copper pipe connector,1.67,4,0.004181864162281791
11617,35763,108197,duro gas valv,3.0,12,0.0
11618,35766,108197,natur gas fireplac,2.33,8,0.0
11619,35771,108201,galvan post,2.33,8,0.0
11620,35779,108204,10x12 regist floor,2.33,8,0.0
11621,35780,108204,11 x 25 vent cover,1.67,4,0.0
11622,35783,108204,metal regist for floor,3.0,12,0.0
11623,35785,108205,60 'x 30,1.0,0,0.0
11624,35786,108206,drum fan,3.0,12,0.009755448890383774
11625,35793,108208,led can light,2.33,8,0.0
11626,35794,108208,light can,1.33,2,0.0
11627,35796,108208,recess lightj,2.67,10,0.0
11628,35804,108209,outdoor breaker panel,3.0,12,0.005440051155657404
11629,35805,108210,wooden rock chair,3.0,12,0.0
11630,35806,108211,patio bistro set,3.0,12,0.006321164223658982
11631,35815,108216,work bench top,2.0,6,0.013960077838188985
11632,35824,108220,closet maid wire shelv,3.0,12,0.0
11633,35829,108221,steamfast,2.0,6,0.0
11634,35832,108223,antiqu brass,2.67,10,0.007382755821874582
11635,35833,108223,brass ceil fan,3.0,12,0.0
11636,35834,108223,fan screw hunter,2.0,6,0.0
11637,35835,108223,hunter ceil fan25522,2.67,10,0.0
11638,35836,108223,hunter ceil fan accesori strip,2.0,6,0.0
11639,35839,108225,40 electr fireplac,2.67,10,0.006790409169610637
11640,35846,108227,fluoresc light fixtur 4 t12,3.0,12,0.01434222640872596
11641,35849,108228,arctic air ast28r,1.0,0,0.011838339802259252
11642,35850,108229,anderson door trim,1.33,2,0.0
11643,35855,108229,door closet interior slide,2.67,10,0.004763865804203385
11644,35863,108229,slide door for interior closet,2.33,8,0.004763865804203385
11645,35864,108230,medic,2.67,10,0.0
11646,35869,108232,ryobi chain,3.0,12,0.0
11647,35872,108233,compress connector,3.0,12,0.0
11648,35876,108234,toro 51619,2.33,8,0.0
11649,35880,108236,arrow head back plumb,1.67,4,0.004287552234734948
11650,35881,108237,coleman fuel for propan heater,2.0,6,0.0
11651,35882,108237,dual wall duct,2.0,6,0.0
11652,35885,108237,heater vent,2.33,8,0.007181710925918063
11653,35887,108237,indoor castiron propan heater,1.67,4,0.0
11654,35889,108237,indoor space heater,2.67,10,0.0
11655,35896,108240,1/4 x 1-1/2 black nippl,2.33,8,0.0
11656,35899,108241,fenc mesh,3.0,12,0.007432760554974187
11657,35903,108241,wire fenc hardwar,2.33,8,0.0
11658,35904,108241,wire mesh fenc,3.0,12,0.007432760554974187
11659,35907,108242,eaton br200 panel,2.0,6,0.0
11660,35910,108243,2x12 treat lumber,2.33,8,0.006682660177677567
11661,35914,108243,pressur treat 2x12,2.0,6,0.012607263972356873
11662,35916,108243,pressur treat stair tread,3.0,12,0.012607263972356873
11663,35920,108244,multi screwdriv,3.0,12,0.0
11664,35921,108245,1/4 quarter round cherri jublile,2.33,8,0.0
11665,35922,108246,amana gas stove,2.67,10,0.01241707828400313
11666,35924,108246,amana refriger,3.0,12,0.01241707828400313
11667,35925,108247,36 inch in cabinet rang hood,2.67,10,0.016368034521624306
11668,35927,108247,maytag rang,2.67,10,0.017961922130304897
11669,35929,108247,pr3-pg3 rang hood,1.67,4,0.014866020933706894
11670,35933,108249,hunter white ceil fan,3.0,12,0.011526212890005286
11671,35934,108250,vinyl base cove,2.67,10,0.010355914272976777
11672,35940,108254,topiari tree,2.67,10,0.0
11673,35951,108255,ge adora rang,3.0,12,0.01469302175908785
11674,35959,108256,20v dewalt power tool,2.67,10,0.004714844448869746
11675,35961,108256,dewalt 20v recep saw,3.0,12,0.0
11676,35963,108256,dewalt hand toolsg saw cordless,3.0,12,0.007853984410773352
11677,35968,108259,entryway tabl,3.0,12,0.008759298065788223
11678,35969,108259,faux marbl,3.0,12,0.0
11679,35970,108260,plug protector,1.67,4,0.0
11680,35974,108262,marathon water heater,2.33,8,0.0
11681,35976,108263,12 volt light,3.0,12,0.0
11682,35978,108263,fat max flash light,2.0,6,0.0
11683,35979,108263,iq work light,2.67,10,0.0
11684,35980,108263,work hang light,2.33,8,0.0
11685,35984,108264,36x36 shower,3.0,12,0.0
11686,35993,108265,corelai suppli line,1.33,2,0.0
11687,36004,108270,clevi hook,3.0,12,0.013607289254683597
11688,36005,108271,1/4 28 thread connector,1.0,0,0.0
11689,36011,108271,mover dolli,3.0,12,0.0
11690,36013,108272,backsplash sheet,2.33,8,0.0
11691,36015,108272,steel backsplash,3.0,12,0.0
11692,36016,108273,1/2 thick polycarbon sheet,2.67,10,0.0
11693,36022,108275,ryobi expand-it attach,3.0,12,0.0
11694,36030,108277,e26 bulb,3.0,12,0.0
11695,36033,108278,repel,3.0,12,0.0
11696,36036,108278,tide deterg 100 fl oz,2.33,8,0.0
11697,36048,108286,backer board type,1.67,4,0.0
11698,36051,108286,hardi board,1.67,4,0.0
11699,36052,108286,hardi plank 10.75 exposur,2.0,6,0.0
11700,36054,108287,half round file,3.0,12,0.0
11701,36056,108289,mildew cleaner,2.67,10,0.0
11702,36057,108290,huski box cutter,2.67,10,0.0
11703,36065,108292,stainless steel cabinet,2.33,8,0.006378823333805071
11704,36069,108295,pneumat wheel,2.33,8,0.0
11705,36082,108300,concret step cap,2.33,8,0.0
11706,36083,108300,faucet wall cap,2.67,10,0.0
11707,36088,108302,flea,2.67,10,0.0
11708,36090,108303,5/8 4x8,2.33,8,0.007403625163584375
11709,36092,108304,cub cadet lawn mower,2.33,8,0.0
11710,36093,108304,cub cadet mower tire,1.67,4,0.0
11711,36094,108304,cub cadet walk behind,2.33,8,0.0
11712,36095,108304,troy bilt bronco 13yx78ks011 lawn mower,2.0,6,0.0
11713,36099,108306,4 to 1 cement base,1.0,0,0.0
11714,36100,108306,liquid type wire,1.67,4,0.0
11715,36102,108306,wire type thw,2.67,10,0.0
11716,36105,108307,metal acut angl,2.0,6,0.004379439299610837
11717,36107,108307,tile edg trim,3.0,12,0.004873765595383571
11718,36111,108310,lg hausi viaterra,2.67,10,0.0
11719,36114,108311,drop ceil vent,2.33,8,0.007181710925918063
11720,36116,108311,standard white singl ceil vent return,2.67,10,0.007181710925918063
11721,36117,108312,80/7,2.33,8,0.0
11722,36118,108313,511 impregn sealer,2.0,6,0.021973456308147322
11723,36122,108313,granit floor tile,1.67,4,0.0
11724,36125,108313,mosia grout sealer,2.33,8,0.009695282454064025
11725,36130,108316,anim fire pit,2.33,8,0.0
11726,36133,108316,outdoor fire place,2.67,10,0.004316452383664796
11727,36136,108316,tabl fire pit,2.33,8,0.0
11728,36144,108318,price pfister,2.67,10,0.0
11729,36146,108318,price pfister 130489 cartridg,2.33,8,0.0
11730,36148,108318,price,2.33,8,0.0
11731,36159,108322,moen dhower faucet,3.0,12,0.0
11732,36160,108322,moen shower faucet,3.0,12,0.0
11733,36162,108323,liquid nail green guard adhes,1.67,4,0.0
11734,36165,108323,sikalatexr concret vond adhes,1.0,0,0.0
11735,36167,108323,silicon caulk,1.67,4,0.0
11736,36168,108324,rigid wet dri vac,3.0,12,0.011806463822750952
11737,36169,108324,wet and dri vac,2.33,8,0.011806463822750952
11738,36172,108326,f wall plate,3.0,12,0.0
11739,36176,108329,8 inch drain box,2.33,8,0.0
11740,36180,108332,util blade,3.0,12,0.0
11741,36186,108335,air vent tunnel,1.67,4,0.007181710925918063
11742,36192,108337,black shelf,2.33,8,0.0
11743,36193,108338,cedar swing set,2.67,10,0.009576278215240258
11744,36197,108339,aspiradora,2.33,8,0.0
11745,36199,108339,black and decker hand vac,2.33,8,0.0
11746,36201,108339,hand vac,3.0,12,0.0
11747,36204,108340,gardenia,3.0,12,0.0
11748,36212,108343,18 dishwash,1.0,0,0.006101319236235094
11749,36214,108344,bear semi transpar cedar stain,2.0,6,0.009576278215240258
11750,36215,108344,ceadar,1.33,2,0.0
11751,36217,108344,flood paint,2.0,6,0.0048291022723762215
11752,36221,108344,wood stain and sealer 5-gal,2.33,8,0.0
11753,36225,108346,24 in wall,2.0,6,0.0
11754,36226,108346,24 whtie storag cabinet,2.67,10,0.0
11755,36227,108346,cabinet closet $100,2.67,10,0.0
11756,36231,108346,closetmaid storag cabinet,3.0,12,0.0
11757,36241,108347,air filter 16x25x1,2.33,8,0.0
11758,36244,108348,fireplac door,1.33,2,0.0
11759,36246,108349,cornerston,3.0,12,0.0
11760,36251,108351,indoor bug fogger,2.33,8,0.0
11761,36255,108351,mold control fogger,2.67,10,0.0
11762,36256,108351,pest control spray,2.0,6,0.009663383986793271
11763,36257,108351,spider control,2.33,8,0.0
11764,36266,108353,radiat grate,3.0,12,0.0
11765,36270,108355,12x12,3.0,12,0.0
11766,36272,108357,bevel wall mirror,3.0,12,0.0
11767,36275,108359,bathroom,1.0,0,0.0
11768,36284,108359,interior gloss paint,2.0,6,0.0
11769,36290,108360,30 towel rod brush nicol,2.67,10,0.011519106756109366
11770,36291,108361,out door bench,3.0,12,0.0
11771,36294,108363,24 bathroom vaniti,2.0,6,0.0
11772,36298,108363,singl sink vaniti,2.67,10,0.0
11773,36299,108363,travertin bowl sink and vaniti,2.67,10,0.0
11774,36309,108369,huski 10 drawer,3.0,12,0.01013708816283511
11775,36311,108370,the great outdoor grill,1.33,2,0.0037418412674526244
11776,36313,108371,green machin,1.67,4,0.0
11777,36323,108373,dryer adapt,2.33,8,0.0
11778,36330,108378,behr deck paint,2.67,10,0.0067143431819549635
11779,36333,108379,rug doctor carpet cleaner,3.0,12,0.00767415960423074
11780,36334,108380,american gourmet barrel style,2.33,8,0.0
11781,36335,108381,2 inch expans electrica,2.67,10,0.0
11782,36339,108384,paslod fuel,3.0,12,0.0
11783,36342,108386,alder,2.33,8,0.0
11784,36343,108386,knotti alder interior door prehung,3.0,12,0.0
11785,36349,108388,natur slate wall tile,3.0,12,0.009673947064535443
11786,36350,108388,stack stone tile,3.0,12,0.0
11787,36359,108391,sileston countertop,3.0,12,0.0
11788,36360,108391,sileston sampl,3.0,12,0.0
11789,36361,108392,beekman barbecu cover,2.33,8,0.011367379320786054
11790,36363,108393,daltil heathland,3.0,12,0.0
11791,36365,108394,ge stove,3.0,12,0.0
11792,36369,108395,air induct system,2.67,10,0.005010812936490573
11793,36376,108396,closet shoe organ,3.0,12,0.0
11794,36378,108396,closetmad wood,2.67,10,0.0
11795,36379,108397,6 decor red bow,2.0,6,0.010467134081602946
11796,36380,108398,27 mivrowav,3.0,12,0.0
11797,36383,108400,util belt,3.0,12,0.014750723726339302
11798,36387,108401,hampton bay outlet cover,2.33,8,0.004217112215713031
11799,36389,108401,rocker switch plate,3.0,12,0.0
11800,36390,108401,switch plate in bronz,3.0,12,0.001502013587917412
11801,36392,108403,12v replac blub,1.67,4,0.0
11802,36394,108405,irwin wire stripper,2.67,10,0.0
11803,36396,108406,flood light fixtur,3.0,12,0.009211583634782037
11804,36399,108407,downspout band,3.0,12,0.0
11805,36402,108409,toilet biscuit elong 2-piec,3.0,12,0.018337545692367126
11806,36403,108409,toilet in biscuit,3.0,12,0.009727822721963068
11807,36404,108410,32 x 32 shower baser,3.0,12,0.01129853723831371
11808,36405,108410,shower floor pan,2.67,10,0.0
11809,36407,108411,garden tile,2.33,8,0.006532715837997176
11810,36412,108413,dewalt 20 v max drill,2.33,8,0.0
11811,36416,108413,impact driver,3.0,12,0.0
11812,36418,108414,pvc deck,3.0,12,0.0
11813,36419,108415,live room paint,2.33,8,0.00415813516664991
11814,36424,108417,drywal quick patch,2.67,10,0.0
11815,36426,108417,repair patch,3.0,12,0.0
11816,36431,108419,corrug fiberglass panel,2.0,6,0.007458345890669665
11817,36434,108419,pvc roof panel,2.67,10,0.0
11818,36435,108420,drawer cabinet,3.0,12,0.0
11819,36440,108423,behr premium plus press flower,2.67,10,0.016890940844050045
11820,36449,108425,par38 led,3.0,12,0.0
11821,36450,108426,cane cross,2.33,8,0.0
11822,36451,108427,1 gallon paint behr paint,2.67,10,0.0
11823,36453,108428,inlet box,2.67,10,0.0
11824,36455,108430,cal flame,3.0,12,0.0
11825,36459,108432,paint pole,2.67,10,0.0
11826,36460,108432,paint roller pole,2.67,10,0.008099676778093501
11827,36462,108434,3/8 impact,2.33,8,0.0
11828,36466,108435,patio bar stool,3.0,12,0.006321164223658982
11829,36468,108436,tub caulk,3.0,12,0.007583810172277725
11830,36469,108437,3 old goat,1.33,2,0.007081588197808279
11831,36470,108437,outdoor post light part,3.0,12,0.004038575530737812
11832,36474,108439,octagon floor tile,3.0,12,0.011352323807948426
11833,36476,108440,lock cabinet,3.0,12,0.0
11834,36478,108441,stand light,2.0,6,0.0
11835,36479,108442,18x16 white kitchen cabinet,2.0,6,0.0038980981276392616
11836,36488,108442,satin white hampton kitchen base cabinet,2.67,10,0.010474793590719416
11837,36489,108442,sw 7005 white,1.33,2,0.0038980981276392616
11838,36492,108444,14 duct,3.0,12,0.0
11839,36493,108444,stack duct,3.0,12,0.0
11840,36494,108445,applianc knob,2.33,8,0.0
11841,36495,108445,hardwar fals front clip,2.0,6,0.0
11842,36496,108446,2x2 ceram tile,3.0,12,0.0
11843,36497,108447,ge cafe,2.33,8,0.0
11844,36498,108448,triplex,2.33,8,0.0139438961579298
11845,36499,108449,copper faucet,2.67,10,0.0
11846,36503,108453,kitchen faucet with soap dispens,3.0,12,0.0
11847,36505,108454,polyethylen tube,3.0,12,0.0
11848,36507,108456,ice chopper,3.0,12,0.0
11849,36509,108457,air spray,3.0,12,0.0
11850,36512,108458,milwauke right angl,3.0,12,0.010842647366991491
11851,36513,108458,right angl driver,2.67,10,0.0
11852,36518,108460,8 1/4 sierra panel,2.0,6,0.017340491460628868
11853,36519,108460,cement board cide,2.67,10,0.007686591781766583
11854,36520,108460,cement hardi,2.67,10,0.007686591781766583
11855,36524,108460,hardi panel,3.0,12,0.0
11856,36525,108460,hardi plank side,2.67,10,0.0
11857,36537,108463,propan burner electr stove,2.0,6,0.009465430529582507
11858,36538,108463,two cooktop burner,2.67,10,0.009465430529582507
11859,36540,108464,gardinia,3.0,12,0.0
11860,36550,108465,exhaust fan light,2.33,8,0.0
11861,36554,108465,white led ceil fan,2.33,8,0.006780482997104449
11862,36556,108466,roof ridg,2.0,6,0.0
11863,36560,108467,cordless grass trimmer,3.0,12,0.0
11864,36564,108467,long neck grass shear,2.0,6,0.0
11865,36569,108470,lightsensor,2.0,6,0.0
11866,36570,108470,outdoor light sensor,2.33,8,0.0
11867,36578,108473,shower pole caddi,3.0,12,0.0
11868,36581,108473,temporari handicap shower pole,2.0,6,0.0
11869,36588,108477,weatherproof outlet cover,2.33,8,0.0
11870,36594,108479,carboy,1.0,0,0.0
11871,36596,108479,gas detector,2.67,10,0.011683910426758369
11872,36597,108479,kidi co2,3.0,12,0.0
11873,36601,108480,outdoor fire place,3.0,12,0.007158929880288291
11874,36604,108481,orang rug,3.0,12,0.008944199759050217
11875,36605,108482,chrome pendant,2.33,8,0.0058641895464712854
11876,36608,108483,filter media,2.33,8,0.0
11877,36609,108483,media filter,2.0,6,0.0
11878,36613,108485,grow bulb,3.0,12,0.005866273289976948
11879,36617,108485,light outdoor bulb,2.0,6,0.005866273289976948
11880,36619,108485,ull spectrum plant light,2.67,10,0.0
11881,36622,108486,skil floor saw,2.33,8,0.0
11882,36626,108487,s5 gallon bucket,2.0,6,0.0
11883,36627,108488,24 stainless gas rang,1.0,0,0.00560669209623031
11884,36632,108488,built-in microwav samsung,2.0,6,0.006422504011023687
11885,36641,108488,kitchenaid dishwash 104dbl,2.0,6,0.0
11886,36643,108488,lg black stainless,2.33,8,0.0
11887,36653,108490,18 inch rapid dri seat cushion,2.67,10,0.0
11888,36654,108491,31x32 free stand shower,2.33,8,0.0
11889,36657,108491,corner showerz,3.0,12,0.0
11890,36659,108491,monaco shower insert,1.67,4,0.0
11891,36663,108491,stand shower,2.67,10,0.0
11892,36665,108492,frost king guid,2.67,10,0.016057648318055732
11893,36666,108492,frost king heat cabl,3.0,12,0.016057648318055732
11894,36669,108493,bear semi transpar cedar stain,3.0,12,0.009576278215240258
11895,36678,108497,kubota,2.67,10,0.01613840074457632
11896,36679,108498,24x36 window,2.0,6,0.0
11897,36681,108498,decor window sheet,2.67,10,0.0
11898,36687,108500,8 1/4 sierra panel,1.67,4,0.006114550150762165
11899,36689,108501,iron front door,2.67,10,0.005497877677697573
11900,36690,108501,wrought iron door,3.0,12,0.0
11901,36691,108502,fairview,1.67,4,0.0
11902,36695,108504,942196brinkmann 2 burner,2.67,10,0.0
11903,36696,108504,gas gridle,2.0,6,0.0
11904,36698,108504,two cooktop burner,2.33,8,0.01455190661183817
11905,36703,108506,outsid extens cord,3.0,12,0.0
11906,36704,108506,tri tap,3.0,12,0.0
11907,36705,108507,larg area rug,3.0,12,0.004772168375854401
11908,36707,108509,mushroom,1.67,4,0.0
11909,36708,108509,organ soil,3.0,12,0.0
11910,36710,108509,worm cast,3.0,12,0.006400162972458286
11911,36711,108510,patio sun shade,2.33,8,0.006321164223658982
11912,36713,108511,cree 4flow,2.33,8,0.0
11913,36717,108513,toaster,2.67,10,0.014275275615058536
11914,36720,108514,toto toilet and seat warmer,1.67,4,0.014101075336136805
11915,36721,108515,15 amp. ge breaker,3.0,12,0.0
11916,36734,108519,wood rail,2.33,8,0.006418880347794304
11917,36735,108520,3 inch pipe,3.0,12,0.004059894149509083
11918,36739,108520,black drainag sewer pipe,2.67,10,0.0
11919,36740,108520,corrug drain pipe,2.67,10,0.006126669171221647
11920,36741,108520,drain pipe grate,1.67,4,0.006126669171221647
11921,36743,108520,perfor drain pipe,3.0,12,0.006126669171221647
11922,36744,108521,broiler,2.33,8,0.0
11923,36746,108522,toilet tissu,2.67,10,0.0
11924,36749,108523,delta roman tub,3.0,12,0.0
11925,36753,108525,1 foam board,2.67,10,0.0036275901210610726
11926,36757,108525,structur insul panel,3.0,12,0.0
11927,36759,108526,gargag storag idea,2.0,6,0.0
11928,36761,108526,rebat for this product,1.67,4,0.0
11929,36764,108527,glidden team color,3.0,12,0.0
11930,36765,108527,glidden team color notr dame,2.0,6,0.0
11931,36767,108528,rectangular undermount sink,2.33,8,0.0
11932,36769,108529,plastic lattic almond,2.0,6,0.0
11933,36771,108529,vinyl lattiac,2.33,8,0.0
11934,36773,108530,100feet water hose,2.33,8,0.0
11935,36777,108530,braid water hose for washer,2.67,10,0.009766632875594667
11936,36778,108530,hose tap washer,2.0,6,0.0
11937,36783,108531,4 in x 4 in x 2 in x 2in cross,2.67,10,0.0036167889523654123
11938,36787,108533,stone panel,3.0,12,0.0
11939,36788,108534,ellington,2.67,10,0.0
11940,36791,108537,white fenc,3.0,12,0.0
11941,36793,108539,4 inch back flow prenter,1.67,4,0.004181864162281791
11942,36794,108539,soffit vent 4 inch strip,2.0,6,0.004181864162281791
11943,36795,108539,vent 16,2.33,8,0.006307562489370747
11944,36799,108541,br 30,3.0,12,0.0
11945,36802,108541,led indoor flood,3.0,12,0.009211583634782037
11946,36805,108542,shoulder dolli,1.67,4,0.0
11947,36807,108543,4 gang cut in box,3.0,12,0.004181864162281791
11948,36809,108544,tiffani light,3.0,12,0.0
11949,36816,108546,wood cut,1.33,2,0.0
11950,36818,108548,15 inch x 61 inch black exterior shutter,2.33,8,0.0
11951,36820,108548,shutter exterior movabl,2.67,10,0.0
11952,36821,108549,saltillo tile,3.0,12,0.0
11953,36824,108550,counter,2.33,8,0.0
11954,36831,108551,outsid horizont storag shed,2.0,6,0.0
11955,36832,108551,outsid storag cabinet,3.0,12,0.0
11956,36833,108551,plastic storag shed,2.33,8,0.0
11957,36837,108551,tool shed,2.33,8,0.0
11958,36838,108552,cup holder,2.33,8,0.008358176144859624
11959,36839,108553,36 x 48 window shade,2.67,10,0.002961411819597319
11960,36841,108554,bouganvilla,3.0,12,0.0
11961,36843,108556,b d string trimmer,1.33,2,0.00542307518997127
11962,36846,108556,black and decker edger,2.0,6,0.0
11963,36848,108556,cut line replac spool,2.67,10,0.0
11964,36851,108556,replac trimmer string,2.33,8,0.0
11965,36852,108556,weed eater line,1.67,4,0.0
11966,36853,108557,cub,2.67,10,0.0
11967,36855,108558,4 recess led,3.0,12,0.0
11968,36858,108558,led recress light,2.33,8,0.0
11969,36860,108559,3 x3 marl tile,2.0,6,0.0
11970,36864,108560,window screen frame,2.67,10,0.0
11971,36865,108560,window screen,3.0,12,0.0
11972,36867,108561,bonsai,2.33,8,0.0
11973,36875,108562,ge model,2.0,6,0.0
11974,36883,108564,5 ft chain link fenc,2.0,6,0.0
11975,36885,108564,lucki dog,2.67,10,0.0
11976,36888,108565,cree 4flow,3.0,12,0.0
11977,36889,108565,cree lbr-30 led bulb,2.0,6,0.0
11978,36890,108566,1/2 steel flex conduit,2.0,6,0.005433969098952909
11979,36892,108566,corrug csst,2.67,10,0.0
11980,36895,108566,gas tube,2.67,10,0.007054822255078403
11981,36896,108566,home-flex,3.0,12,0.0
11982,36904,108567,huski 26,3.0,12,0.018336153090441835
11983,36906,108567,tool drawer,2.67,10,0.0
11984,36908,108568,cat 5e cabl,2.67,10,0.013136561843211818
11985,36917,108573,foot pump,2.33,8,0.0
11986,36922,108575,4*4,1.67,4,0.0
11987,36925,108575,8/3 electr wire by foot,2.67,10,0.005628312015057243
11988,36927,108575,servic entranc cabl by the roll,2.33,8,0.005594205472675184
11989,36931,108577,hot tub cover for 7inch,2.0,6,0.004217112215713031
11990,36932,108577,plug cover,2.33,8,0.01120736964908475
11991,36933,108577,stainless steel light cover plate,2.0,6,0.013789647402649903
11992,36936,108578,portabl tool storag,3.0,12,0.0
11993,36940,108580,3/4 rubber lrg,2.0,6,0.0
11994,36950,108580,window insul tape,3.0,12,0.00627005490659158
11995,36952,108580,wndow,1.0,0,0.0
11996,36958,108584,concret saw dewal,1.33,2,0.0
11997,36961,108586,3 in fluoresc recess,2.33,8,0.0
11998,36962,108586,4 pin,1.67,4,0.0
11999,36965,108587,wing bolt,2.0,6,0.006462892136720776
12000,36966,108588,20 inch cordless lawn mower,2.67,10,0.023719597470747842
12001,36968,108588,trimmer mower,3.0,12,0.01029252805642383
12002,36973,108591,sodium bulb,2.67,10,0.0
12003,36974,108592,paint glaze,2.33,8,0.0
12004,36977,108594,rubber bumper,3.0,12,0.006729977943061075
12005,36984,108600,5 inch b vent termin,3.0,12,0.02134536491442692
12006,36988,108602,veget plant 4 x 10$,2.33,8,0.0
12007,36995,108605,corner tv stand,3.0,12,0.006021185421078545
12008,36997,108606,leonia sand bullnos,2.0,6,0.017683072419855575
12009,36998,108607,lockin rubber floor,3.0,12,0.0
12010,37005,108608,tamper resist outlet,3.0,12,0.003088952436055498
12011,37006,108609,brk,2.0,6,0.0
12012,37009,108610,tracer wire,3.0,12,0.0
12013,37011,108611,brink deadbolt door knob set,2.33,8,0.0074381138996063
12014,37017,108611,entri door with lock,2.0,6,0.0
12015,37018,108611,exterior entri door,1.67,4,0.0
12016,37029,108613,ranger fan light cover,1.67,4,0.0
12017,37030,108613,replac glass for pellet stive,1.33,2,0.0
12018,37031,108614,3 feet electr pipe heat cabl,3.0,12,0.0
12019,37033,108614,frost king heat cabl,2.33,8,0.016057648318055732
12020,37034,108614,heat tape,2.33,8,0.0
12021,37036,108614,water pipe pec,1.67,4,0.0
12022,37037,108615,bbq light,1.67,4,0.0
12023,37040,108616,stone backsplash tile,2.0,6,0.0071442893425412496
12024,37042,108616,venner,1.67,4,0.0
12025,37045,108617,video de laser level,2.33,8,0.00558092722385176
12026,37047,108618,shower fixtur oil bronz,2.0,6,0.013307287877559375
12027,37048,108619,concret floor level,2.0,6,0.0
12028,37051,108620,multi screwdriv,3.0,12,0.008574386119762863
12029,37069,108627,waterproof stain,2.33,8,0.0
12030,37075,108629,porcelin tile black pencil tile,2.33,8,0.0
12031,37078,108630,garbag dispos splash guard,2.67,10,0.0
12032,37088,108633,alarm batteri,2.33,8,0.0
12033,37090,108633,smoke dectector,3.0,12,0.0
12034,37093,108635,prun shear,2.33,8,0.0
12035,37094,108636,paint pad,3.0,12,0.0
12036,37096,108638,outdoor fire place,3.0,12,0.0
12037,37099,108640,18 volt 1/2 roter hammer,2.33,8,0.0
12038,37102,108640,makita brushless,3.0,12,0.0
12039,37106,108641,veranda 3.5x8 pvc,2.33,8,0.0
12040,37108,108642,l bolt,1.67,4,0.0
12041,37109,108642,window bolt,2.67,10,0.0
12042,37110,108643,ac electr plug male to male,2.33,8,0.0
12043,37112,108645,m6 screw,2.33,8,0.0
12044,37113,108646,mossoro,2.0,6,0.0
12045,37114,108647,shower door roller,3.0,12,0.0
12046,37117,108648,portabl fan,2.33,8,0.0
12047,37120,108650,carrera marbl,3.0,12,0.0
12048,37122,108650,jeffrey court tile,2.33,8,0.023645079552108907
12049,37123,108651,36 microwav,3.0,12,0.0
12050,37124,108651,rang countertop filler kit,3.0,12,0.0
12051,37133,108653,rang stove,2.0,6,0.0
12052,37136,108655,br40 bulb,2.67,10,0.0
12053,37137,108655,philip warm glow,3.0,12,0.0
12054,37145,108657,riobi blower vac 9056,2.67,10,0.0
12055,37146,108657,shop vac with blower,3.0,12,0.0
12056,37148,108657,wet/dri,2.67,10,0.0
12057,37150,108658,shower faucet with valv,2.0,6,0.006153642331965901
12058,37154,108659,backsplash black brown white,1.0,0,0.011556825361534857
12059,37161,108661,copper adapt,3.0,12,0.0
12060,37167,108664,36'x80 bifold closet door,2.67,10,0.0
12061,37176,108667,project christma light,2.0,6,0.013369968106002928
12062,37179,108668,18x18 ceramic. wall tile,2.33,8,0.0
12063,37181,108668,travertin tile,3.0,12,0.0
12064,37183,108669,dewalt 18v batteri,3.0,12,0.0
12065,37184,108670,1/2 s.s. line,2.67,10,0.004646063820285083
12066,37186,108671,humidifi accessori,2.33,8,0.012701972311436414
12067,37187,108671,humidifi filter wick 7v1040ss,2.33,8,0.012701972311436414
12068,37188,108671,humidifi fulter,2.33,8,0.012701972311436414
12069,37189,108671,tekquest ca-90 white replac filter,1.67,4,0.008921972783311976
12070,37190,108672,americana decor paint,3.0,12,0.01710727612645952
12071,37191,108673,48'x96'x45 overhead storag,1.67,4,0.0
12072,37197,108676,bevel glass,3.0,12,0.005357955319356324
12073,37206,108678,patio bar stool,2.0,6,0.0
12074,37212,108681,4 in flush ceil mount,3.0,12,0.019467268801203703
12075,37214,108682,hairpin leg,1.67,4,0.007218828978807716
12076,37217,108682,quick,1.67,4,0.0
12077,37220,108682,wood tabl leg,1.0,0,0.007218828978807716
12078,37225,108684,2 cycl fuel,2.67,10,0.0
12079,37226,108684,2-cycl oil,2.0,6,0.018772339401473485
12080,37227,108684,bio ethanol fuel,2.33,8,0.013733618560428432
12081,37228,108684,gas,1.67,4,0.007054822255078403
12082,37230,108686,1/8 wood,3.0,12,0.008042439722300452
12083,37231,108686,dark wood,2.0,6,0.0
12084,37234,108688,bruce engin eb5205p,2.33,8,0.0
12085,37238,108691,sileston countertop,2.33,8,0.0
12086,37246,108694,2 burner gas grill,3.0,12,0.0
12087,37247,108694,942196brinkmann 2 burner,2.0,6,0.0
12088,37259,108699,coaxial cabl tool,2.67,10,0.0
12089,37262,108700,6 inch damper,3.0,12,0.004611747480147432
12090,37263,108700,cape duct damper,1.67,4,0.0
12091,37264,108701,gaf deck armor,2.0,6,0.0
12092,37267,108702,3 x 20 pvc pipe,2.67,10,0.0
12093,37268,108702,3/4 2ft pvc pipe,3.0,12,0.0
12094,37269,108702,3/4 in pvc pipe union,2.67,10,0.0
12095,37270,108702,3/4 in. pvc assesori,2.33,8,0.0
12096,37274,108702,pvc univers 3/4 inc,2.0,6,0.0
12097,37278,108704,24 inch interior door,2.33,8,0.0
12098,37280,108704,24 interior door,1.67,4,0.0
12099,37293,108709,pink foam,2.0,6,0.009727822721963068
